Face,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,
P06306576,P06306577,P06306578,P06306579,pB2972,1,2.5,1,Helena,,,,,,,,,
P06306580,P06306581,P06306582,P06306583,pB2984,3.5,1,3,Helena,,,,,,,,,
P06306584,P06306585,P06306586,P06306587,pB2856,0.5,3,1.5,Helena,,,,,,,,,
P06306588,P06306589,P06306590,P06306591,pB2850,0.5,2,1,Helena,,,,,,,,,
P06306592,P06306593,P06306594,P06306595,pB2968,0.5,2.5,2.5,Helena,,,,,,,,,
P06306596,P06306597,P06306598,P06306599,pB2947,4,0.5,1,Helena,,,,,,,,,
P06306600,P06306601,P06306602,P06306603,pB2852,4,0.5,3,Helena,,,,,,,,,
P06306604,P06306605,P06306606,P06306607,pB2851,3.5,1,3,Helena,,,,,,,,,
P06306608,P06306609,P06306610,P06306611,pB2963,0.5,3,1.5,Helena,,,,,,,,,
P06306612,P06306613,P06306614,P06306615,pB3094,4,0.5,3,Helena,,,,,,,,,
P06306616,P06306617,P06306618,P06306619,pB2626,1,2.5,3.5,Helena,,,,,,,,,
P06306620,P06306621,P06306622,P06306623,pB3082,3,1,3.5,Helena,,,,,,,,,
P06306624,P06306625,P06306626,P06306627,pB2961,4,2,3.5,Helena,,,,,,,,,
P06306628,P06306629,P06306630,P06306631,pB2978,3.5,1,3,Helena,,,,,,,,,
P06306632,P06306633,P06306634,P06306635,pB2967,0.5,2.5,2.5,Helena,,,,,,,,,
P06306636,P06306637,P06306638,P06306639,pB2942,4,1,3.5,Helena,,,,,,,,,
P06306640,P06306641,P06306642,P06306643,pB2971,3.5,1,3.5,Helena,,,,,,,,,
P06306644,P06306645,P06306646,P06306647,pB2842,0.5,2.5,1,Helena,,,,,,,,,
P06306648,P06306649,P06306650,P06306651,pB2957,3.5,2.5,3,Helena,damaged,,,,,,,,
P06306652,P06306653,P06306654,P06306655,pB2979,0.5,2.5,1,Helena,,,,,,,,,
P06306656,P06306657,P06306658,P06306659,pB2792,3.5,1.5,na,Helena,damaged,,,,,,,,
P06306660,P06306661,P06306662,P06306663,pB3083,2,0.5,3,Helena,,,,,,,,,
P06306664,P06306665,P06306666,P06306667,pB3054,4,0.5,3,Helena,,,,,,,,,
P06306668,P06306669,P06306670,P06306671,pB2969,4,0.5,3,Helena,,,,,,,,,
P06306672,P06306673,P06306674,P06306675,pB2965,1.5,1,2.5,Helena,,,,,,,,,
P06306676,P06306677,P06306678,P06306679,pB2973,1.5,2.5,2.5,Helena,,,,,,,,,
P06306680,P06306681,P06306682,P06306683,pB2835,3.5,1,3,Helena,,,,,,,,,
P06306684,P06306685,P06306686,P06306687,pB2966,0.5,2.5,1,Helena,,,,,,,,,
P06306688,P06306689,P06306690,P06306691,pB2576,0.5,2.5,1.5,Helena,,,,,,,,,
P06306692,P06306693,P06306694,P06306695,pB2846,0.5,2.5,1.5,Helena,,,,,,,,,
P06306696,P06306697,P06306698,P06306699,pB2859,3.5,1,3,Helena,old ,,,,,,,,
P06306700,P06306701,P06306702,P06306703,pB2860,0.5,2.5,1.5,Helena,,,,,,,,,
P06306704,P06306705,P06306706,P06306707,pB2845,3.5,2.5,3,Helena,,,,,,,,,
P06306708,P06306709,P06306710,P06306711,pB2843,0.5,1,1,Helena,,,,,,,,,
P06306712,P06306713,P06306714,P06306715,pB2998,3,1,1,Helena,,,,,,,,,
P06306716,P06306717,P06306718,P06306719,pB2886,3.5,0.5,3,Helena,damaged,,,,,,,,
P06306720,P06306721,P06306722,P06306723,pB2857,0.5,3,2.5,Helena,,,,,,,,,
P06306724,P06306725,P06306726,P06306727,pB2847,0.5,2.5,1,Helena,,,,,,,,,
P06306728,P06306729,P06306730,P06306731,pB2853,0.5,2.5,1,Helena,,,,,,,,,
P06306732,P06306733,P06306734,P06306735,pB2844,0.5,2.5,2,Helena,,,,,,,,,
P06306736,P06306737,P06306738,P06306739,pB2991,3.5,0.5,3,Helena,,,,,,,,,
P06306740,P06306741,P06306742,P06306743,pB2849,0.5,2.5,1,Helena,,,,,,,,,
P06306744,P06306745,P06306746,P06306747,pB2999,4.5,1,3.5,Helena,,,,,,,,,
P06306748,P06306749,P06306750,P06306751,pB2858,4,1,3.5,Helena,,,,,,,,,
P06306752,P06306753,P06306754,P06306755,pB2992,4,1,3.5,Helena,,,,,,,,,
P06306756,P06306757,P06306758,P06306759,pB1827,0.5,1.5,2,Helena,,,,,,,,,
P06306760,P06306761,P06306762,P06306763,pB0245,3,0.5,3,Helena,damaged,,,,,,,,
P06306764,P06306765,P06306766,P06306767,pB0446,0.5,2.5,1,Helena,old,,,,,,,,
P06306768,P06306769,P06306770,P06306771,pA2530,0.5,2.5,1.5,Helena,,,,,,,,,
P06306772,P06306773,P06306774,P06306775,pB0510,0.5,2.5,1,Helena,old,,,,,,,,
P06306776,P06306777,P06306778,P06306779,pB0571,1.5,0.5,1,Helena,old,,,,,,,,
P06306780,P06306781,P06306782,P06306783,pB0548,0.5,2.5,1,Helena,damaged,,,,,,,,
P06306784,P06306785,P06306786,P06306787,pB2901,4,0.5,3.5,Helena,,,,,,,,,
P06306788,P06306789,P06306790,P06306791,pB0683,4,1,3,Helena,,,,,,,,,
P06306794,P06306795,P06306796,P06306797,pB2909,3.5,1,3.5,Helena,,,,,,,,,
P06306798,P06306799,P06306800,P06306801,pB2911,0.5,2.5,3.5,Helena,,,,,,,,,
P06306802,P06306803,P06306804,P06306805,pB2915,3.5,0.5,3,Helena,old,,,,,,,,
P06306806,P06306807,P06306808,P06306809,pB2912,0.5,2.5,3,Helena,,,,,,,,,
P06306810,P06306811,P06306812,P06306813,pB2917,0.5,1.5,2.5,Helena,damaged,,,,,,,,
na,na,na,na,pB2935,,,,Helena,"couldn't reach, no tissue, no flower",,,,,,,,
P07016814,P07016815,P07016816,P07016817,pB3132,3.5,1,3.5,Helena,,,,,,,,,
P07016818,P07016819,P07016820,P07016821,pB2883,3.5,0.5,3,Helena,damaged,,,,,,,,
P07016822,P07016823,P07016824,P07016825,pB3046,4,0.5,3,Helena,,,,,,,,,
P07016826,P07016827,P07016828,P07016829,pB3050,3,0.5,3,Helena,,,,,,,,,
P07016830,P07016831,P07016832,P07016833,pB2834,4,1,3,Helena,damaged,,,,,,,,
P07016834,P07016835,P07016836,P07016837,pB3057,4,1,3,Helena,,,,,,,,,
P07016838,P07016839,P07016840,P07016841,pB3059,3,0.5,3,Helena,,,,,,,,,
P07016842,P07016843,P07016844,P07016845,pB3048,3.5,1,1,Helena,old,,,,,,,,
P07016846,P07016847,P07016848,P07016849,pB3060,4,1,1,Helena,damaged,,,,,,,,
P07016850,P07016851,P07016852,P07016853,pB3052,2.5,0.5,1,Helena,,,,,,,,,
P07016854,P07016855,P07016856,P07016857,pB2829,3,1,3,Helena,,,,,,,,,
P07016858,P07016859,P07016860,P07016861,pB3044,4,0.5,3,Helena,,,,,,,,,
P07016862,P07016863,P07016864,P07016865,pB3058,4,0.5,3,Helena,,,,,,,,,
P07016866,P07016867,P07016868,P07016869,pB3121,3.5,2,3.5,Helena,,,,,,,,,
P07016870,P07016871,P07016872,P07016873,pB3051,3.5,0.5,3,Helena,,,,,,,,,
P07016874,P07016875,P07016876,P07016877,pB2821,3.5,0.5,1,Helena,damaged,,,,,,,,
P07016878,P07016879,P07016880,P07016881,pB3125,3,1,1.5,Helena,old,,,,,,,,
P07016882,P07016883,P07016884,P07016885,pB3043,3.5,1,4,Helena,,,,,,,,,
P07016886,P07016887,P07016888,P07016889,pB3127,4,2.5,3,Helena,,,,,,,,,
P07016890,P07016891,P07016892,P07016893,pB3045,4,1,3.5,Helena,,,,,,,,,
P07016894,P07016895,P07016896,P07016897,pB3129,4,0.5,3,Helena,,,,,,,,,
P07016898,P07016899,P07016900,P07016901,pB3047,4,0.5,3.5,Helena,,,,,,,,,
P07016902,P07016903,P07016904,P07016905,pB2828,3.5,0.5,3,Helena,,,,,,,,,
P07016906,P07016907,P07016908,P07016909,pB3042,4,0.5,3,Helena,,,,,,,,,
P07016910,P07016911,P07016912,P07016913,pB2839,4,0.5,3,Helena,,,,,,,,,
P07016914,P07016915,P07016916,P07016917,pB3049,3.5,1,3,Helena,,,,,,,,,
P07016918,P07016919,P07016920,P07016921,pB3056,4,0.5,na,Helena,damaged/old,,,,,,,,
P07016922,P07016923,P07016924,P07016925,pB2824,2.5,1,2,Helena,,,,,,,,,
P07016926,P07016927,P07016928,P07016929,pB3041,3.5,0.5,3,Helena,,,,,,,,,
P07016930,P07016931,P07016932,P07016933,pB3135,3.5,1,3.5,Helena,,,,,,,,,
P07016934,P07016935,P07016936,P07016937,pB3124,3.5,1.5,3,Helena,,,,,,,,,
P07016938,P07016939,P07016940,P07016941,pB3123,3.5,0.5,3.5,Helena,,,,,,,,,
P07016942,P07016943,P07016944,P07016945,pB3131,3.5,2.5,3.5,Helena,,,,,,,,,
P07016946,P07016947,P07016948,P07016949,pB3136,3.5,1.5,3,Helena,damaged,,,,,,,,
P07016950,P07016951,P07016952,P07016953,pB3126,3,1,4,Helena,,,,,,,,,
P07016954,P07016955,P07016956,P07016957,pB3053,3.5,2,3.5,Helena,,,,,,,,,
P07016958,P07016959,P07016960,P07016961,pB3055,4,1,3,Helena,,,,,,,,,
P07016962,P07016963,P07016964,P07016965,pB3081,4,0.5,3,Helena,,,,,,,,,
P07016966,P07016967,P07016968,P07016969,pB3020,3,0.5,3,Helena,,,,,,,,,
P07016970,P07016971,P07016972,P07016973,pB3011,4,0.5,3,Helena,,,,,,,,,
P07016974,P07016975,P07016976,P07016977,pB3085,3,1,3.5,Helena,,,,,,,,,
P07016978,P07016979,P07016980,P07016981,pB3002,3.5,1,3,Helena,,,,,,,,,
P07016982,P07016983,P07016984,P07016985,pB2840,4,1,3,Helena,,,,,,,,,
P07016986,P07016987,P07016988,P07016989,pB2996,3,0.5,3,Helena,damaged,,,,,,,,
P07016990,P07016991,P07016992,P07016993,pB3010,3.5,1,3,Helena,,,,,,,,,
P07016994,P07016995,P07016996,P07016997,pB2832,4,0.5,3.5,Helena,,,,,,,,,
P07016998,P07016999,P07017000,P07017001,pB2994,3,0.5,3,Helena,,,,,,,,,
P07017002,P07017003,P07017004,P07017005,pB3138,3.5,1,1,Helena,damaged,,,,,,,,
P07017006,P07017007,P07017008,P07017009,pB2993,3.5,0.5,3,Helena,damaged,,,,,,,,
P07017010,P07017011,P07017012,P07017013,pB2987,3.5,1,1,Helena,,,,,,,,,
P07017014,P07017015,P07017016,P07017017,pB3005,3,1,3,Helena,,,,,,,,,
P07017018,P07017019,P07017020,P07017021,pB2964,3.5,0.5,3,Helena,,,,,,,,,
P07017022,P07017023,P07017024,P07017025,pB2974,3,0.5,3.5,Helena,,,,,,,,,
P07017026,P07017027,P07017028,P07017029,pB3140,3,1,3,Helena,,,,,,,,,
P07017030,P07017031,P07017032,P07017033,pB2826,4,0.5,3,Helena,,,,,,,,,
P07017034,P07017035,P07017036,P07017037,pB3003,4,1,3,Helena,damaged,,,,,,,,
P07017038,P07017039,P07017040,P07017041,pB3133,3.5,0.5,3,Helena,,,,,,,,,
P07017042,P07017043,P07017044,P07017045,pB3128,3.5,0.5,3,Helena,,,,,,,,,
P07017046,P07017047,P07017048,P07017049,pB3009,3.5,0.5,3,Helena,,,,,,,,,
P07017050,P07017051,P07017052,P07017053,pB3007,3.5,1,3.5,Helena,,,,,,,,,
P07017054,P07017055,P07017056,P07017057,pB3137,3,0.5,3,Helena,,,,,,,,,
P07017058,P07017059,P07017060,P07017061,pB2837,3.5,1,1,Helena,,,,,,,,,
P07017062,P07017063,P07017064,P07017065,pB3019,3.5,0.5,3,Helena,,,,,,,,,
P07017066,P07017067,P07017068,P07017069,pB2990,3,0.5,3,Helena,damaged,,,,,,,,
P07017070,P07017071,P07017072,P07017073,pB2836,3.5,0.5,3,Helena,,,,,,,,,
P07017074,P07017075,P07017076,P07017077,pB2970,3.5,1,3,Helena,,,,,,,,,
P07017078,P07017079,P07017080,P07017081,pB3130,3.5,0.5,3,Helena,,,,,,,,,
P07017082,P07017083,P07017084,P07017085,pB2985,3.5,1,3,Helena,,,,,,,,,
P07017086,P07017087,P07017088,P07017089,pB3134,4,0.5,3,Helena,damaged,,,,,,,,
P07017090,P07017091,P07017092,P07017093,pB2995,3,1,3,Helena,,,,,,,,,
P07017094,P07017095,P07017096,P07017097,pB2822,2,0.5,3,Helena,damaged,,,,,,,,
P07017098,P07017099,P07017100,P07017101,pB2831,3.5,1,3,Helena,,,,,,,,,
P07017102,P07017103,P07017104,P07017105,pB3096,3.5,0.5,3,Helena,,,,,,,,,
P07017106,P07017107,P07017108,P07017109,pB2989,3.5,0.5,3,Helena,,,,,,,,,
P07017110,P07017111,P07017112,P07017113,pB2981,3,0.5,3,Helena,,,,,,,,,
P07017114,P07017115,P07017116,P07017117,pB3089,3.5,0.5,3,Helena,,,,,,,,,
P07017118,P07017119,P07017120,P07017121,pB2825,3,1,3,Helena,,,,,,,,,
P07017122,P07017123,P07017124,P07017125,pB2838,1.5,1,3,Helena,,,,,,,,,
P07017126,P07017127,P07017128,P07017129,pB2988,4,0.5,3,Helena,,,,,,,,,
P07017130,P07017131,P07017132,P07017133,pB3004,3,2.5,3,Helena,,,,,,,,,
P07017134,P07017135,P07017136,P07017137,pB3139,3,0.5,3,Helena,,,,,,,,,
P07017138,P07017139,P07017140,P07017141,pB3084,3.5,2.5,3,Helena,,,,,,,,,
P07017142,P07017143,P07017144,P07017145,pB3008,2.5,1,3.5,Helena,,,,,,,,,
P07017146,P07017147,P07017148,P07017149,pB3099,4,0.5,3,Helena,,,,,,,,,
P07017150,P07017151,P07017152,P07017153,pB3093,4,0.5,3.5,Helena,,,,,,,,,
P07017154,P07017155,P07017156,P07017157,pB3100,3.5,1,3,Helena,,,,,,,,,
P07017158,P07017159,P07017160,P07017161,pB3122,3,0.5,1,Helena,,,,,,,,,
P07017162,P07017163,P07017164,P07017165,pB3095,3,0.5,3,Helena,,,,,,,,,
P07017166,P07017167,P07017168,P07017169,pB3088,3.5,1,3,Helena,,,,,,,,,
P07017170,P07017171,P07017172,P07017173,pB3091,3.5,0.5,1,Helena,,,,,,,,,
P07017174,P07017175,P07017176,P07017177,pB3090,4,1,3,Helena,,,,,,,,,
P07017178,P07017179,P07017180,P07017181,pB3087,4.5,0.5,1,Helena,,,,,,,,,
P07017182,P07017183,P07017184,P07017185,pB3092,3.5,0.5,1,Helena,,,,,,,,,
P07017186,P07017187,P07017188,P07017189,pB2997,4,0.5,3,Helena,,,,,,,,,
P07017190,P07017191,P07017192,P07017193,pB3098,4.5,1,3,Helena,,,,,,,,,
P07017194,P07017195,P07017196,P07017197,pB3086,3,1,3,Helena,old,,,,,,,,
P07017198,P07017199,P07017200,P07017201,pB3000,3.5,0.5,1,Helena,,,,,,,,,
P07017202,P07017203,P07017204,P07017205,pB3097,3,0.5,3,Helena,damaged,,,,,,,,
P07017206,P07017207,P07017208,P07017209,pB2907,3.5,0.5,3,Helena,,,,,,,,,
P07017210,P07017211,P07017212,P07017213,pB0010,2,1.5,3.5,Helena,,,,,,,,,
P07017214,P07017215,P07017216,P07017217,pB0539,0.5,2.5,1,Helena,,,,,,,,,
P07017218,P07017219,P07017220,P07017221,pB0003,4,0.5,3,Helena,damaged/old,,,,,,,,
P07017222,P07017223,P07017224,P07017225,pB0681,3,1.5,3,Helena,,,,,,,,,
P07017226,P07017227,P07017228,P07017229,pB2918,4,0.5,3.5,Helena,,,,,,,,,
P07017230,P07017231,P07017232,P07017233,pB2908,1,2,2.5,Helena,,,,,,,,,
P07017234,P07017235,P07017236,P07017237,pB2913,2,2,1.5,Helena,,,,,,,,,
P07017238,P07017239,P07017240,P07017241,pB2904,2.5,0.5,2,Helena,,,,,,,,,
P07017242,P07017243,P07017244,P07017245,pB0381,3,1,3.5,Helena,,,,,,,,,
P07017246,P07017247,P07017248,P07017249,pB0006,3.5,0.5,3,Helena,,,,,,,,,
P07017250,P07017251,P07017252,P07017253,pB0288,3.5,1,3.5,Helena,,,,,,,,,
P07017254,P07017255,P07017256,P07017257,pB0636,4,1,3.5,Helena,,,,,,,,,
P07017258,P07017259,P07017260,P07017261,pB2880,4,1,3.5,Helena,old,,,,,,,,
P07017262,P07017263,P07017264,P07017265,pB0436,0.5,1.5,2.5,Helena,,,,,,,,,
P07017266,P07017267,P07017268,P07017269,pB2914,1,1,2,Helena,,,,,,,,,
P07017270,P07017271,P07017272,P07017273,pB2903,4,0.5,3,Helena,,,,,,,,,
P07017274,P07017275,P07017276,P07017277,pB2919,2.5,1,4,Helena,,,,,,,,,
P07027279,P07027280,P07027281,P07027282,pB3015,3.5,1,3,Helena,,,,,,,,,
P07027283,P07027284,P07027285,P07027286,pB3012,3,1,3,Helena,,,,,,,,,
P07027287,P07027288,P07027289,P07027290,pB3116,3.5,1,3,Helena,,,,,,,,,
P07027291,P07027292,P07027293,P07027294,pB3104,3.5,0.5,3,Helena,,,,,,,,,
P07027295,P07027296,P07027297,P07027298,pB3119,3,0.5,3,Helena,,,,,,,,,
P07027299,P07027300,P07027301,P07027302,pB3118,4,1,3,Helena,,,,,,,,,
P07027303,P07027304,P07027305,P07027306,pB3117,3.5,1,3,Helena,,,,,,,,,
P07027307,P07027308,P07027309,P07027310,pB3111,3.5,0.5,3,Helena,,,,,,,,,
P07027311,P07027312,P07027313,P07027314,pB3114,3,1,3,Helena,,,,,,,,,
P07027315,P07027316,P07027317,P07027318,pB3105,3,0.5,3,Helena,,,,,,,,,
P07027319,P07027320,P07027321,P07027322,pB3106,3.5,0.5,3,Helena,,,,,,,,,
P07027323,P07027324,P07027325,P07027326,pB3006,3.5,0.5,3.5,Helena,,,,,,,,,
P07027327,P07027328,P07027329,P07027330,pB3102,3.5,0.5,3,Helena,,,,,,,,,
P07027331,P07027332,P07027333,P07027334,pB3108,4,0.5,1,Helena,,,,,,,,,
P07027335,P07027336,P07027337,P07027338,pB3120,3.5,1,3.5,Helena,,,,,,,,,
P07027339,P07027340,P07027341,P07027342,pB3013,3.5,0.5,na,Helena,damaged,,,,,,,,
P07027343,P07027344,P07027345,P07027346,pB3001,3,0.5,3,Helena,damaged,,,,,,,,
P07027347,P07027348,P07027349,P07027350,pB3107,3.5,1,3,Helena,,,,,,,,,
P07027351,P07027352,P07027353,P07027354,pB3017,3.5,1,3,Helena,,,,,,,,,
P07027355,P07027356,P07027357,P07027358,pB3112,3.5,1,3,Helena,,,,,,,,,
P07027359,P07027360,P07027361,P07027362,pB3109,3.5,na,1,Helena,damaged,,,,,,,,
P07027363,P07027364,P07027365,P07027366,pB3115,4,0.5,3,Helena,damaged,,,,,,,,
P07027367,P07027368,P07027369,P07027370,pB3101,3,0.5,3,Helena,,,,,,,,,
P07027371,P07027372,P07027373,P07027374,pB3016,4,0.5,na,Helena,damaged,,,,,,,,
P07027375,P07027376,P07027377,P07027378,pB3014,3.5,0.5,3.5,Helena,,,,,,,,,
P07027379,P07027380,P07027381,P07027382,pB3110,3.5,0.5,3,Helena,,,,,,,,,
P07027383,P07027384,P07027385,P07027386,pB3103,3,0.5,1.5,Helena,,,,,,,,,
P07027387,P07027388,P07027389,P07027390,pB3018,3.5,1,3,Helena,,,,,,,,,
na,na,na,na,pB3113,na,na,na,Helena,no flower available. Magenta flank,,,,,,,,
P07027391,P07027392,P07027393,P07027394,pB3167,3,1,3.5,Helena,,,,,,,,,
P07027395,P07027396,P07027397,P07027398,pB3166,3.5,0.5,3,Helena,damaged,,,,,,,,
P07027399,P07027400,P07027401,P07027402,pB3165,4,0.5,3,Helena,,,,,,,,,
P07027403,P07027404,P07027405,P07027406,pB3160,3.5,1,3,Helena,,,,,,,,,
P07027407,P07027408,P07027409,P07027410,pB3164,3,1,3,Helena,,,,,,,,,
P07027411,P07027412,P07027413,P07027414,pB3152,3.5,0.5,3.5,Helena,,,,,,,,,
P07027415,P07027416,P07027417,P07027418,pB3161,4,0.5,3.5,Helena,damaged,,,,,,,,
P07027419,P07027420,P07027421,P07027422,pB3169,3.5,0.5,3.5,Helena,,,,,,,,,
P07027423,P07027424,P07027425,P07027426,pB3280,4,1,3.5,Helena,,,,,,,,,
P07027427,P07027428,P07027429,P07027430,pB3157,3.5,0.5,3.5,Helena,,,,,,,,,
P07027431,P07027432,P07027433,P07027434,pB3170,3.5,0.5,3,Helena,,,,,,,,,
P07027435,P07027436,P07027437,P07027438,pB3155,3.5,0.5,3.5,Helena,,,,,,,,,
P07027439,P07027440,P07027441,P07027442,pB3154,3.5,0.5,3.5,Helena,,,,,,,,,
P07027443,P07027444,P07027445,P07027446,pB3163,3.5,0.5,3,Helena,,,,,,,,,
P07027447,P07027448,P07027449,P07027450,pB3146,4,0.5,3.5,Helena,,,,,,,,,
P07027451,P07027452,P07027453,P07027454,pB3151,4,0.5,3.5,Helena,,,,,,,,,
P07027455,P07027456,P07027457,P07027458,pB3159,4,0.5,1,Helena,,,,,,,,,
P07027459,P07027460,P07027461,P07027462,pB3147,3.5,1,3,Helena,,,,,,,,,
P07027463,P07027464,P07027465,P07027466,pB3278,2.5,1,1,Helena,,,,,,,,,
P07027467,P07027468,P07027469,P07027470,pB3150,4,0.5,3,Helena,,,,,,,,,
P07027471,P07027472,P07027473,P07027474,pB3270,3.5,1,3,Helena,,,,,,,,,
P07027475,P07027476,P07027477,P07027478,pB3262,4,1,3,Helena,,,,,,,,,
P07027479,P07027480,P07027481,P07027482,pB3153,4,0.5,3,Helena,,,,,,,,,
P07027483,P07027484,P07027485,P07027486,pB3148,4,1,3,Helena,,,,,,,,,
P07027487,P07027488,P07027489,P07027490,pB3265,3,0.5,3,Helena,,,,,,,,,
P07027491,P07027492,P07027493,P07027494,pB3149,3.5,0.5,3,Helena,,,,,,,,,
P07027495,P07027496,P07027497,P07027498,pB3276,4,0.5,3,Helena,,,,,,,,,
P07027499,P07027500,P07027501,P07027502,pB3145,3.5,0.5,3,Helena,,,,,,,,,
P07027503,P07027504,P07027505,P07027506,pB3143,3.5,1,na,Helena,damaged,,,,,,,,
P07027507,P07027508,P07027509,P07027510,pB3183,3.5,0.5,3,Helena,damaged,,,,,,,,
P07027511,P07027512,P07027513,P07027514,pB3179,3.5,1,3,Helena,,,,,,,,,
P07027515,P07027516,P07027517,P07027518,pB3178,3.5,1,3.5,Helena,,,,,,,,,
P07027519,P07027520,P07027521,P07027522,pB3175,4,0.5,3,Helena,,,,,,,,,
P07027523,P07027524,P07027525,P07027526,pB3173,4,0.5,3,Helena,,,,,,,,,
P07027527,P07027528,P07027529,P07027530,pB3190,3.5,1.5,4,Helena,,,,,,,,,
P07027531,P07027532,P07027533,P07027534,pB3172,3,0.5,1,Helena,,,,,,,,,
P07027535,P07027536,P07027537,P07027538,pB3156,0.5,1,1,Helena,,,,,,,,,
P07027539,P07027540,P07027541,P07027542,pB3174,4,1.5,3.5,Helena,old,,,,,,,,
P07027543,P07027544,P07027545,P07027546,pB3269,3,1.5,3,Helena,,,,,,,,,
P07027547,P07027548,P07027549,P07027550,pB3177,3.5,0.5,3.5,Helena,,,,,,,,,
P07027551,P07027552,P07027553,P07027554,pB3168,4,1,3.5,Helena,,,,,,,,,
P07027555,P07027556,P07027557,P07027558,pB3144,3.5,1,3.5,Helena,damaged,,,,,,,,
P07027559,P07027560,P07027561,P07027562,pB3141,2,1,2.5,Helena,,,,,,,,,
P07027563,P07027564,P07027565,P07027566,pB3194,4,0.5,1,Helena,,,,,,,,,
P07027567,P07027568,P07027569,P07027570,pB3176,3,1,3,Helena,,,,,,,,,
P07027571,P07027572,P07027573,P07027574,pB3180,3.5,0.5,3,Helena,,,,,,,,,
P07027575,P07027577,P07027578,P07027579,pB3277,3.5,1,3.5,Helena,damaged,,,,,,,,
P07027580,P07027581,P07027582,P07027583,pB3142,3,0.5,3,Helena,,,,,,,,,
P07027584,P07027585,P07027586,P07027587,pB3158,3.5,0.5,3.5,Helena,,,,,,,,,
na,na,na,na,pB3171,na,na,na,Helena,,,,,,,,,
P07027588,P07027589,P07027590,P07027591,pB0695,3,0.5,3.5,Helena,,,,,,,,,
P07027592,P07027593,P07027594,P07027595,pB0673,3.5,1,3.5,Helena,,,,,,,,,
P07027596,P07027597,P07027598,P07027599,pB0643,3,0.5,3.5,Helena,,,,,,,,,
P07027600,P07027601,P07027602,P07027603,pB2758,0.5,3,2,Helena,damaged,,,,,,,,
P07027604,P07027605,P07027606,P07027607,pB0623,4,0.5,3.5,Helena,old,,,,,,,,
P07027608,P07027609,P07027610,P07027611,pB2804,0.5,2.5,0.5,Helena,,,,,,,,,
P07027612,P07027613,P07027614,P07027615,pB0352,3.5,1,3,Helena,,,,,,,,,
P07027616,P07027617,P07027618,P07027619,pB2910,1.5,2.5,2.5,Helena,,,,,,,,,
P07027620,P07027621,P07027622,P07027623,pB0700,2.5,0.5,1,Helena,damaged,,,,,,,,
P07027624,P07027625,P07027626,P07027627,pB2916,2,2.5,2,Helena,,,,,,,,,
P07027628,P07027629,P07027630,P07027631,pB0526,0.5,2.5,1.5,Helena,,,,,,,,,
P07027632,P07027633,P07027634,P07027635,pB0612,4,0.5,3.5,Helena,,,,,,,,,
P07027636,P07027637,P07027638,P07027639,pB0645,1.5,2.5,1.5,Helena,,,,,,,,,
P07027640,P07027641,P07027642,P07027643,pB0690,4,1,3,Helena,,,,,,,,,
P07027644,P07027645,P07027646,P07027647,pB0694,2,1,1,Helena,,,,,,,,,
P07027648,P07027649,P07027650,P07027651,pB0450,0.5,2,1,Helena,damaged,,,,,,,,
P07027652,P07027653,P07027654,P07027655,pB0640,3.5,0.5,2.5,Helena,,,,,,,,,
P07027656,P07027657,P07027658,P07027659,pB0256,3,1,3.5,Helena,,,,,,,,,
P07027660,P07027661,P07027662,P07027663,pB2340,4,0.5,1,Helena,,,,,,,,,
P07027664,P07027665,P07027666,P07027667,pB0258,3,0.5,3,Helena,damaged,,,,,,,,
P07027668,P07027669,P07027670,P07027671,Z1747,3.5,0.5,3,Helena,,,,,,,,,
P07027672,P07027673,P07027674,P07027675,pB0668,3,1,3.5,Helena,,,,,,,,,
P07027676,P07027677,P07027678,P07027679,pB2750,3.5,0.5,3,Helena,,,,,,,,,
P07027680,P07027681,P07027682,P07027683,pB0611,3.5,2.5,3,Helena,,,,,,,,,
P07027684,P07027685,P07027686,P07027687,pB0682,3,0.5,3.5,Helena,,,,,,,,,
P07027688,P07027689,P07027690,P07027691,pB0603,3,0.5,3.5,Helena,,,,,,,,,
P07027692,P07027693,P07027694,P07027695,pB0665,3,0.5,1,Helena,damaged,,,,,,,,
P07027696,P07027697,P07027698,P07027699,pB0602,4,0.5,1.5,Helena,old,,,,,,,,
P07027700,P07027701,P07027702,P07027703,pB0697,4,1,na,Helena,damaged,,,,,,,,
P07027704,P07027705,P07027706,P07027707,pB0652,3,0.5,1,Helena,,,,,,,,,
P07027708,P07027709,P07027710,P07027711,pB2741,0.5,2.5,2,Helena,,,,,,,,,
P07027712,P07027713,P07027714,P07027715,pB2757,2.5,2,3,Helena,darker magenta line on left side.,,,,,,,,
P07027716,P07027717,P07027718,P07027719,pB0658,3.5,2.5,3.5,Helena,,,,,,,,,
P07027720,P07027721,P07027722,P07027723,pB0581,4,1,na,Helena,VERY old/damaged,,,,,,,,
P07027724,P07027725,P07027726,P07027727,pB2820,0.5,2.5,1.5,Helena,,,,,,,,,
P07027728,P07027729,P07027730,P07027731,pB0641,3.5,1,na,Helena,VERY old/damaged,,,,,,,,
P07027732,P07027733,P07027734,P07027735,pB0679,3,0.5,2.5,Helena,,,,,,,,,
P07027736,P07027737,P07027738,P07027739,pB0698,4,0.5,3.5,Helena,,,,,,,,,
P07027740,P07027741,P07027742,P07027743,pB0692,3,1,3,Helena,,,,,,,,,
